HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
716.9182886282127,63.40570752599885,33.20908868636172,54.12707617117686,30.78726829698505,55.71220320418028,8.438262775718059,62.24828460681534,44.218817817934855,44.232023607879,0.0884420282363315,0.06167902049555096,707.03125,55.018359374999996,0.0778160220994475,76.171875,1.4339077943481773,666.015625,763.671875,19.36640765092648,55.17035265989241,578.125,994.140625,16.8989898989899,250.0,,0.006309509495238637,0.0059509332827935545,0.0034785059467396543,0.00032168744013212706,0.016060636164903972,1.7107727782875475,0.3705291136472947,0.2165858133528332,-5.661152403031922,31.276763838734695,84.04213584701928,0.3721557469180382,8257.883746257128,2.6870470449035824,4.623838874584949,903.3006911004743,0.5110579796772265,0.4990780577750461,0.729064039408867,0.10596026490066225,50.07130581050938,50.08540583895432,50.05585567728074,46.83466502765827,0.46640156169233116,0.5335984383076688,21.360038903935713,22.84700708195812,0.5555165702451066,0.44448342975489347,62.63911165569866,56.030547817362624,0.5446756107707447,0.45532438922925517,46.79695273729226,42.786727038398276,1.147404663142651,2.295692385555636,1.3609058535456384,2.1174096155037,-2.3581543373583607,-2.9194940931368656,-0.17046814864311116,0.002364865888920124,0.3704727555665522,0.9764013043665767,0.13086560846607886,0.9858568974755026,1.0268348196750383,0.6031278639582993,-0.39180153613411806,-0.1868701969917682,1.6289776356183174e-05,0.0012442068549497153,1.4536333994493238,1.457779135217021,6.8801339529419625,1.0669304245303866,1.1155345349166528,1.4393774171607028,2.0112050602857594,1.6106173958701397,1.7712344214956657,3.066406724243205,0.7104677896199983
